,SECID,SECNAME,SHORTNAME,COUPONVALUE,COUPONPERCENT,MATDATE,NEXTCOUPON,STATUS,FACEVALUE,DELTA
603,RU000A100GY1,ВЭБ.РФ ПБО-001Р-17,ВЭБ 1P-17,40.64,8.15,2023-06-22,2023-06-22,A,1000.0,6 months
410,RU000A0ZYKH5,Оренбургская область 35004 об.,Оренб35004,20.39,8.18,2027-12-02,2023-03-09,A,1000.0,4 years 11 months
1499,RU000A103P33,АФК Система БО 001P-22,Систем1P22,20.44,8.2,2031-09-01,2023-03-13,A,1000.0,8 years 8 months
1427,RU000A103C46,ПИК-Корпорация 001Р-04,ПИК К 1P4,20.44,8.2,2023-06-30,2022-12-30,A,1000.0,6 months
610,RU000A100JB3,ГПБ (АО) БО 001Р-12Р,ГПБ001P12P,41.34,8.2,2025-01-05,2023-01-05,A,1000.0,2 years 0 months
1819,RU000A105898,ДОМ.РФ Ипотечный агент БО 1P21,ИАДОМ 1P21,28.76,8.2,2032-07-28,2023-01-28,A,1000.0,9 years 7 months
391,RU000A0ZYFN3,ДОМ.РФ (АО) БО-10,ДОМ.РФ Б10,20.44,8.2,2050-11-13,2023-02-07,A,1000.0,27 years 11 months
252,RU000A0JWVT5,РЕСО-Лизинг ООО БО-5,РЕСОЛизБ05,40.89,8.2,2026-10-02,2023-04-07,A,1000.0,3 years 9 months
1519,RU000A103QQ0,Нижнекамскнефтехим об. 001Р-02,НКНХ 1Р-02,40.89,8.2,2028-09-13,2023-03-22,A,1000.0,5 years 8 months
606,RU000A100HH4,ГПБ (АО) БО 001Р-11Р,ГПБ001P11P,41.34,8.2,2024-07-01,2023-01-01,A,1000.0,1 years 6 months
1932,RU000A105NZ3,ДОМ.РФ Ипотечный агент БО 1P32,ИАДОМ 1P32,15.05,8.2,2032-11-28,2023-02-28,A,1000.0,9 years 11 months
1370,RU000A103372,АФК Система БО 001P-20,Систем1P20,40.89,8.2,2031-04-30,2023-05-10,A,1000.0,8 years 4 months
238,RU000A0JWST1,ГосТранспортЛизингКомп БО-08,ГТЛК БО-08,40.94,8.21,2026-09-01,2023-03-07,A,1000.0,3 years 8 months
334,RU000A0JXZB2,"""Российские ЖД"" БО-001P-04R",РЖД Б01P4R,41.14,8.25,2032-07-29,2023-02-09,A,1000.0,9 years 7 months
736,RU000A1016Z3,ПИК-Корпорация 001Р-02,ПИК К 1P2,20.57,8.25,2024-12-11,2023-03-15,A,1000.0,1 years 11 months
332,RU000A0JXYL4,"""Газпром нефть"" ПАО 001P-02R",Газпнф1P2R,41.14,8.25,2024-07-30,2023-01-31,A,1000.0,1 years 7 months
301,RU000A0JXPD9,"""Трубная Мет.Комп."" ПАО БО-06",ТМК БО-6,41.14,8.25,2027-04-13,2023-04-18,A,1000.0,4 years 3 months
838,RU000A101L96,ЕвроХим МХК АО БО-001Р-07,ЕврХимБ1Р7,41.14,8.25,2025-04-10,2023-04-13,A,1000.0,2 years 3 months
551,RU000A1005H4,МОЭК ПАО БО 001Р-01,МОЭК БО1P1,41.14,8.25,2025-02-26,2023-03-01,A,1000.0,2 years 2 months
1475,RU000A103KA7,"ООО ""Мираторг Финанс"" 001Р-01",МиратФ1Р1,41.39,8.3,2024-08-15,2023-02-16,A,1000.0,1 years 7 months
108,RU000A0JUW72,"""Россельхозбанк"" (АО) БО-14",РСХБ БО14,20.69,8.3,2024-09-30,2023-01-02,A,1000.0,1 years 9 months
1449,RU000A103F68,РЕСО-Лизинг ООО БО-П-19,РЕСОЛиБП19,6.82,8.3,2024-07-06,2023-01-13,A,1000.0,1 years 6 months
107,RU000A0JUW31,"""Россельхозбанк"" (АО) БО-13",РСХБ БО13,20.69,8.3,2024-09-27,2022-12-30,A,1000.0,1 years 9 months
1440,RU000A103DP0,КАМАЗ ПАО БО-П08,КАМАЗ БОП8,20.69,8.3,2023-07-10,2023-01-09,A,1000.0,6 months
33,RU000A0JTM51,"ПАО ""АНК ""Башнефть"" об. 09",Башнефть09,41.39,8.3,2023-01-31,2023-01-31,A,1000.0,1 months
31,RU000A0JTM36,"ПАО ""АНК ""Башнефть"" об. 07",Башнефть07,41.39,8.3,2023-01-31,2023-01-31,A,1000.0,1 months
1780,RU000A1051T3,Мобильные ТелеСистемы 001P-22,МТС 1P-22,20.69,8.3,2024-08-02,2023-02-03,A,1000.0,1 years 7 months
550,RU000A1004W6,ДОМ.РФ АО 001Р-05R,ДОМ 1P-5R,41.64,8.35,2029-02-16,2023-02-24,A,1000.0,6 years 1 months
1414,RU000A103943,Аэрофлот-росс.авиалин.ПАО БО-1,Аэрофл БО1,20.82,8.35,2026-06-11,2023-03-16,A,1000.0,3 years 5 months
1455,RU000A103FP5,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P3,МКБ 1P3,41.64,8.35,2024-07-23,2023-01-24,A,1000.0,1 years 7 months
1431,RU000A103C95,АФК Система БО 001P-21,Систем1P21,41.88,8.4,2031-06-23,2023-01-02,A,1000.0,8 years 6 months
221,RU000A0JWJX2,ПАО Россети Моск.рег. БО-05,РСетиМРБ5,41.88,8.4,2026-05-26,2023-05-30,A,1000.0,3 years 5 months
1335,RU000A1030K6,АО ЭР-Телеком Холдинг ПБО-05,ТелХолПБО5,20.94,8.4,2024-04-15,2023-01-16,A,1000.0,1 years 3 months
1098,RU000A1028C7,КИВИ Финанс 001P-01,КИВИФ 1Р01,20.94,8.4,2023-10-10,2023-01-10,A,1000.0,9 months
601,RU000A100G03,БуроваяКомп Евразия БО-001P-3,БКЕ БО 1P3,41.88,8.4,2023-06-18,2023-06-18,A,1000.0,5 months
327,RU000A0JXUD9,Республика Коми 2017 14 обл.,КОМИ 14 об,20.94,8.4,2024-06-25,2023-03-21,A,1000.0,1 years 6 months
1483,RU000A103M10,Балтийский лизинг ООО БО-П04,БалтЛизБП4,20.94,8.4,2024-08-26,2023-02-27,A,1000.0,1 years 8 months
311,RU000A0JXR84,"""Российские ЖД"" БО-001P-03R",РЖД Б01P3R,41.88,8.4,2037-04-23,2023-05-11,A,1000.0,14 years 4 months
595,RU000A100E88,Федерал пассажир комп 001Р-06,ФПК 1P-06,41.88,8.4,2029-05-21,2023-05-29,A,1000.0,6 years 5 months
79,RU000A0JUCR3,ПАО НК Роснефть БО-06,РоснефтьБ6,41.88,8.4,2023-12-11,2023-06-12,A,1000.0,11 months
1921,RU000A105MW2,РусГидро (ПАО) БО-П08,РусГидрБП8,20.94,8.4,2024-12-17,2023-03-21,A,1000.0,1 years 11 months
317,RU000A0JXS83,Ярославская обл. об.2017г.,ЯрОбл 2017,20.94,8.4,2027-04-20,2023-01-24,A,1000.0,4 years 3 months
1923,RU000A105NA6,Мобильные ТелеСистемы 001P-23,МТС 1P-23,20.94,8.4,2024-12-18,2023-03-22,A,1000.0,1 years 12 months
80,RU000A0JUCS1,ПАО НК Роснефть БО-05,РоснефтьБ5,41.88,8.4,2023-12-11,2023-06-12,A,1000.0,11 months
571,RU000A100881,Ростелеком ПАО 001P-05R,Ростел1P5R,41.88,8.4,2029-03-21,2023-03-29,A,1000.0,6 years 2 months
1463,RU000A103GW9,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 1P4,МКБ 1P4,41.98,8.42,2025-07-31,2023-02-02,A,1000.0,2 years 7 months
724,RU000A101590,ДОМ.РФ АО 001Р-07R,ДОМ 1P-7R,42.13,8.45,2039-11-11,2023-06-02,A,1000.0,16 years 10 months
262,RU000A0JX090,ФСК Россети(ПАО) БО-02,ФСК РС Б2,21.07,8.45,2051-10-17,2023-02-21,A,1000.0,28 years 10 months
1517,RU000A103QL1,Росагролизинг 001P-03,Росагрл1Р3,42.13,8.45,2026-09-16,2023-03-22,A,1000.0,3 years 8 months
1211,RU000A102H83,КБ Ренессанс Кредит БО-04,РенКредБО4,42.13,8.45,2025-12-15,2023-06-15,A,1000.0,2 years 11 months
554,RU000A100691,ВБРР 001P-03,ВБРР 1P-03,21.19,8.5,2024-03-08,2023-03-10,A,1000.0,1 years 2 months
715,RU000A1013U1,Славнефть БО 001Р-03,Славнеф1Р3,21.19,8.5,2029-11-15,2023-02-23,A,1000.0,6 years 10 months
406,RU000A0ZYJH7,ПАО НК Роснефть 002P-01,Роснфт2P1,42.38,8.5,2027-11-24,2023-05-31,A,1000.0,4 years 11 months
1339,RU000A1030X9,"""Сэтл-Групп"" ООО БО-001P-03",СэтлГрБ1P3,21.19,8.5,2024-04-17,2023-01-18,A,1000.0,1 years 3 months
386,RU000A0ZYF20,ДОМ.РФ (АО) БО-06,ДОМ.РФ Б-6,21.19,8.5,2050-11-07,2023-02-01,A,1000.0,27 years 10 months
1315,RU000A102VY6,АТОМ БО-П01,АТОМ БП01,42.38,8.5,2026-03-18,2023-03-22,A,1000.0,3 years 2 months
1169,RU000A102EF1,ПАО НК Роснефть 003P-01,Роснфт3P01,42.38,8.5,2030-11-14,2023-05-25,A,1000.0,7 years 10 months
1168,RU000A102EE4,ПАО НК Роснефть 003P-02,Роснфт3P02,42.38,8.5,2030-11-14,2023-05-25,A,1000.0,7 years 10 months
280,RU000A0JX355,ПАО НК Роснефть 001P-02,Роснфт1P2,42.38,8.5,2026-12-11,2023-06-16,A,1000.0,3 years 11 months
52,RU000A0JU0B2,"АКБ ""Держава"" БО-01",ДержаваБ01,21.42,8.5,2023-07-10,2023-01-10,A,1000.0,6 months
1816,RU000A1057P8,РусГидро (ПАО) БО-П06,РусГидрБП6,42.38,8.5,2026-09-15,2023-03-21,A,1000.0,3 years 8 months
589,RU000A100D89,Республика Беларусь 07,Беларусь07,42.38,8.5,2025-05-01,2023-05-04,A,1000.0,2 years 4 months
306,RU000A0JXQ44,"""Российские ЖД"" БО-001P-02R",РЖД Б01P2R,42.38,8.5,2037-04-02,2023-04-20,A,1000.0,14 years 3 months
629,RU000A100NS9,РЕСО-Лизинг ООО БО-П-05,РЕСОЛиБП05,42.38,8.5,2025-08-28,2023-03-02,A,1000.0,2 years 8 months
1291,RU000A102SG9,Селектел 001P-01R,iСелктлР1R,42.38,8.5,2024-02-22,2023-02-23,A,1000.0,1 years 2 months
1131,RU000A102B48,ЯТЭК 001Р-01,ЯТЭК 1P-1,42.38,8.5,2023-10-31,2023-05-02,A,1000.0,10 months
1782,RU000A1052E3,ДОМ.РФ АО 001Р-11R,ДОМ 1P-11R,42.38,8.5,2024-08-06,2023-02-07,A,1000.0,1 years 7 months
407,RU000A0ZYJJ3,ПАО НК Роснефть 002P-02,Роснфт2P2,42.38,8.5,2027-11-24,2023-05-31,A,1000.0,4 years 11 months
864,RU000A101NQ1,ВБРР 001P-04,ВБРР 1P-04,21.19,8.5,2025-05-09,2023-02-10,A,1000.0,2 years 4 months
1065,RU000A1025H2,ВБРР 001P-05,ВБРР 1P-05,21.19,8.5,2025-09-18,2023-03-23,A,1000.0,2 years 8 months
152,RU000A0JVHF5,"ПАО ""АНК ""Башнефть"" БО-07",БашнфтБО7,42.38,8.5,2025-06-03,2023-06-06,A,1000.0,2 years 5 months
153,RU000A0JVHH1,ТрансФин-М ПАО БО-39,ТрансФБО39,42.38,8.5,2025-06-04,2023-06-07,A,1000.0,2 years 5 months
1809,RU000A1056S4,"""ФСК Россети""(ПАО) БО-05",ФСК РС Б5,21.19,8.5,2057-08-10,2023-03-24,A,1000.0,34 years 7 months
265,RU000A0JX132,ПАО НК Роснефть 001P-01,Роснфт1P1,21.19,8.5,2026-11-25,2023-03-01,A,1000.0,3 years 11 months
1846,RU000A105BA1,ВЭБ.РФ ПБО-001Р-К407,ВЭБ1P-К407,85.07,8.53,2023-12-22,2023-12-22,A,1000.0,12 months
1477,RU000A103KJ8,ПАО ЛК Европлан 001P-03,Европлн1Р3,42.63,8.55,2031-08-08,2023-02-17,A,1000.0,8 years 7 months
1428,RU000A103C53,РЕСО-Лизинг ООО БО-П-11,РЕСОЛиБП11,42.63,8.55,2031-06-20,2022-12-30,A,1000.0,8 years 6 months
271,RU000A0JX2D1,РОСБАНК ПАО обл. БО-12,РосбанкБ12,42.63,8.55,2026-12-20,2023-06-20,A,1000.0,3 years 12 months
272,RU000A0JX2F6,РОСБАНК ПАО обл. БО-11,РосбанкБ11,42.63,8.55,2026-12-20,2023-06-20,A,1000.0,3 years 12 months
583,RU000A100A66,Мобильные ТелеСистемы 001P-09,МТС 1P-09,21.44,8.6,2024-10-14,2023-01-16,A,1000.0,1 years 9 months
613,RU000A100KL0,РУСАЛ Братск БО-001P-02,РУСАБрБ1P2,42.88,8.6,2029-06-28,2023-01-23,A,1000.0,6 years 6 months
310,RU000A0JXR68,ПАО НК Роснефть 001P-05,Роснфт1P5,21.44,8.6,2025-05-08,2023-02-09,A,1000.0,2 years 4 months
1793,RU000A1053V5,ЕАБР 003P-002,ЕАБР П3-02,42.88,8.6,2023-02-21,2023-02-21,A,1000.0,1 months
1677,RU000A104C60,Банк ВТБ (ПАО) Б-1-253,ВТБ Б1-253,21.44,8.6,2022-12-26,2022-12-26,A,1000.0,0 months
1836,RU000A105A95,Газпром капитал ООО ЗО34-1-Д,ГазКЗ-34Д,43.13,8.625,2034-04-28,2023-04-28,A,1000.0,11 years 4 months
578,RU000A1008W7,Северсталь ПАО БО-06,СеверстБ06,43.13,8.65,2029-03-27,2023-04-04,A,1000.0,6 years 3 months
566,RU000A1007H0,Славнефть БО 001Р-02,Славнеф1Р2,21.57,8.65,2029-03-15,2023-03-23,A,1000.0,6 years 2 months
597,RU000A100ET6,ДОМ.РФ АО 001Р-06R,ДОМ 1P-6R,43.13,8.65,2039-05-12,2023-06-01,A,1000.0,16 years 4 months
1507,RU000A103PX8,Группа ЛСР ПАО БО 001Р-07,ЛСР БО 1Р7,21.57,8.65,2026-09-11,2023-03-17,A,1000.0,3 years 8 months
308,RU000A0JXQK2,ПАО НК Роснефть 001P-04,Роснфт1P4,43.13,8.65,2027-04-22,2023-04-27,A,1000.0,4 years 4 months
574,RU000A1008L0,Северсталь ПАО БО-07,СеверстБ07,43.13,8.65,2029-03-23,2023-03-31,A,1000.0,6 years 3 months
290,RU000A0JXJK7,"""Российские ЖД"" ОАО БО-11",РЖД БО-11,43.13,8.65,2032-02-04,2023-02-15,A,1000.0,9 years 1 months
676,RU000A100XU4,РЕСО-Лизинг ООО БО-П-07,РЕСОЛизБП7,43.13,8.65,2024-10-11,2023-04-14,A,1000.0,1 years 9 months
1926,RU000A105NE8,ИКС 5 ФИНАНС 002Р-03,ИКС5Фин2P3,43.28,8.68,2027-12-16,2023-06-22,A,1000.0,4 years 11 months
540,RU000A100238,Мобильные ТелеСистемы 001P-07,МТС 1P-07,21.69,8.7,2024-01-23,2023-01-24,A,1000.0,1 years 1 months
1845,RU000A105B94,ВЭБ.РФ ПБО-001Р-К406,ВЭБ1P-К406,87.0,8.7,2023-11-23,2023-11-23,A,1000.0,11 months
541,RU000A1002C2,РЖД ОАО БО 001Р-12R,РЖД 1Р-12R,43.38,8.7,2024-01-26,2023-01-27,A,1000.0,1 years 1 months
1457,RU000A103G00,Синара Транспортные Машины 1P2,СТМ 1P2,43.38,8.7,2026-07-22,2023-01-25,A,1000.0,3 years 7 months
62,RU000A0JU773,Банк ВТБ (ПАО) БО-43,ВТБ БО-43,21.69,8.7,2023-09-29,2022-12-30,A,1000.0,9 months
575,RU000A1008P1,ПАО НК Роснефть 002P-06,Роснфт2P6,21.69,8.7,2029-03-23,2022-12-30,A,1000.0,6 years 3 months
576,RU000A1008Q9,ПАО НК Роснефть 002P-07,Роснфт2P7,21.69,8.7,2029-03-23,2022-12-30,A,1000.0,6 years 3 months
414,RU000A0ZYL22,Карачаево-Черкесская Респ 2017,КЧР 2017,21.69,8.7,2024-12-18,2023-03-15,A,1000.0,1 years 12 months
248,RU000A0JWUX9,Альфа-Банк АО обл. БО-17,АльфаБО-17,43.38,8.7,2031-09-16,2023-03-28,A,1000.0,8 years 8 months
502,RU000A0ZZQN7,ФСК Россети ПАО БО 001P-01R,ФСК РС1Р1,21.69,8.7,2023-10-19,2023-01-19,A,1000.0,9 months
298,RU000A0JXN05,"""Российские ЖД"" БО-001P-01R",РЖД Б01P1R,43.38,8.7,2032-05-18,2023-05-30,A,1000.0,9 years 4 months
1801,RU000A105559,ФСК Россети ПАО БО 001P-06R,ФСК РС1Р6,21.69,8.7,2032-08-18,2023-03-01,A,1000.0,9 years 8 months
1779,RU000A1051E5,Ростелеком ПАО 002P-09R,Ростел2P9R,43.63,8.75,2026-01-29,2023-02-02,A,1000.0,3 years 1 months
304,RU000A0JXPK4,Транснефть ПАО БО-07,ТранснфБО7,43.63,8.75,2027-04-14,2023-04-19,A,1000.0,4 years 3 months
375,RU000A0ZYC31,Авангард-Агро АО БО-001P-01,АвАгроБ1P1,21.82,8.75,2027-09-23,2022-12-29,A,1000.0,4 years 9 months
720,RU000A1014S3,ХК Новотранс 001P-01,Новотр 1Р1,21.82,8.75,2024-11-27,2023-03-01,A,1000.0,1 years 11 months
1599,RU000A1040J7,Сбербанк ПАО 001Р-SBER38,Сбер Sb38R,43.88,8.8,2025-11-07,2023-05-12,A,1000.0,2 years 10 months
1185,RU000A102FQ5,Сбербанк ПАО 001Р-SBER20,Сбер Sb20R,43.88,8.8,2025-11-13,2023-05-18,A,1000.0,2 years 10 months
1530,RU000A103S14,ПАО ЛК Европлан 001P-04,Европлн1Р4,21.94,8.8,2025-03-25,2022-12-27,A,1000.0,2 years 3 months
522,RU000A0ZZXS2,Сбербанк ПАО 001P-50R,СберБ Б50R,43.88,8.8,2024-03-07,2023-06-08,A,1000.0,1 years 2 months
1282,RU000A102RR8,Сбербанк ПАО 001Р-SBER23,Сбер Sb23R,43.88,8.8,2024-11-08,2023-05-12,A,1000.0,1 years 10 months
427,RU000A0ZYMM1,Вертолеты России об. БО-04,ВертолетБ4,43.88,8.8,2027-12-16,2023-06-22,A,1000.0,4 years 11 months
581,RU000A1009L8,РЖД ОАО БО 001Р-15R,РЖД 1Р-15R,21.94,8.8,2027-04-07,2023-01-11,A,1000.0,4 years 3 months
1605,RU000A1040Y6,Сбербанк ПАО 001Р-SBER39,Сбер Sb39R,43.88,8.8,2025-11-13,2023-05-18,A,1000.0,2 years 10 months
428,RU000A0ZYMN9,Вертолеты России об. БО-03,ВертолетБ3,43.88,8.8,2027-12-16,2023-06-22,A,1000.0,4 years 11 months
1593,RU000A103YM3,Сбербанк ПАО 002Р-green01,Сбер Sb01G,43.88,8.8,2023-11-10,2023-05-12,A,1000.0,10 months
208,RU000A0JWDA3,"АО ""Объед.двигателестр.корп""02",ОДК 02,46.77,8.8,2023-04-17,2023-04-17,A,1000.0,3 months
251,RU000A0JWVL2,ПАО ЛК Европлан БО-07,ЕвропланБ7,43.88,8.8,2026-09-29,2023-04-04,A,1000.0,3 years 9 months
691,RU000A100ZF0,МРСК Урала БО-03,МРСКУр Б03,43.88,8.8,2029-10-17,2023-04-26,A,1000.0,6 years 9 months
690,RU000A100ZD5,МРСК Урала БО-04,МРСКУр Б04,43.88,8.8,2029-10-17,2023-04-26,A,1000.0,6 years 9 months
1766,RU000A104ZA3,ДОМ.РФ АО 001Р-10R,ДОМ 1P-10R,43.93,8.81,2023-07-20,2023-01-19,A,1000.0,6 months
1844,RU000A105B86,ВЭБ.РФ ПБО-001Р-К405,ВЭБ1P-К405,87.96,8.82,2023-10-27,2023-10-27,A,1000.0,10 months
586,RU000A100B73,МЕТАЛЛОИНВЕСТ БО-09,МЕТАЛИНБ09,44.13,8.85,2029-04-16,2023-04-24,A,1000.0,6 years 3 months
1745,RU000A104W74,Банк ВТБ (ПАО) Б-1-132,ВТБ Б1-132,7.52,8.85,2023-06-22,2023-01-22,A,1000.0,6 months
1909,RU000A105LC6,Ростелеком ПАО 001P-06R,Ростел1P6R,22.06,8.85,2025-09-05,2023-03-10,A,1000.0,2 years 8 months
1803,RU000A1055Q0,ДОМ.РФ АО 001Р-12R,ДОМ 1P-12R,44.13,8.85,2025-09-01,2023-03-06,A,1000.0,2 years 8 months
268,RU000A0JX1S1,"""Российские ЖД"" ОАО 41 обл.",РЖД-41 обл,44.38,8.9,2031-11-27,2023-06-08,A,1000.0,8 years 11 months
288,RU000A0JXFY6,Газпром капитал ООО БО-06,ГазпромКБ6,44.38,8.9,2027-02-03,2023-02-08,A,1000.0,4 years 1 months
1896,RU000A105JP2,ИКС 5 ФИНАНС 002Р-02,ИКС5Фин2P2,44.38,8.9,2027-11-25,2023-06-01,A,1000.0,4 years 11 months
50,RU000A0JTZF1,ДОМ.РФ (АО) обл. сер.А26,ДОМ.РФ26об,22.43,8.9,2029-11-01,2023-02-01,A,1000.0,6 years 10 months
506,RU000A0ZZRK1,Федерал пассажир комп 001Р-04,ФПК 1P-04,44.38,8.9,2028-10-18,2023-04-26,A,1000.0,5 years 10 months
1116,RU000A1029T9,СофтЛайн Трейд 001P-04,iСЛТ001P04,22.19,8.9,2023-12-23,2022-12-24,A,1000.0,12 months
556,RU000A1006G4,МегаФон ПАО БО-001P-06,Мегафон1P6,44.38,8.9,2024-03-11,2023-03-13,A,1000.0,1 years 2 months
557,RU000A1006H2,МегаФон ПАО БО-002P-01,Мегафон2P1,44.38,8.9,2024-03-11,2023-03-13,A,1000.0,1 years 2 months
103,RU000A0JUU90,Альфа-Банк АО обл. БО-13,АльфаБО-13,44.38,8.9,2029-08-30,2023-03-09,A,1000.0,6 years 8 months
1500,RU000A103PC2,АВТОБАН-Финанс АО БО-П03,АВТОБФ БП3,44.38,8.9,2026-09-08,2023-03-14,A,1000.0,3 years 8 months
580,RU000A1009A1,МегаФон ПАО БО-002P-02,Мегафон2P2,44.38,8.9,2026-04-06,2023-04-10,A,1000.0,3 years 3 months
1907,RU000A105L01,Россельхозбанк БO-01-002P,РСХБ2Р1,7.56,8.9,2025-11-26,2023-01-07,A,1000.0,2 years 11 months
287,RU000A0JXFS8,Газпром капитал ООО БО-05,ГазпромКБ5,44.38,8.9,2027-02-03,2023-02-08,A,1000.0,4 years 1 months
545,RU000A1003W8,ВЭБ.РФ ПБО-001Р-14,ВЭБ 1P-14,44.53,8.93,2024-02-09,2023-02-10,A,1000.0,1 years 1 months
504,RU000A0ZZQU2,Банк ГПБ (АО) 001Р-01Р,БанкГПБ1Р1,44.63,8.95,2023-10-26,2023-04-26,A,1000.0,10 months
462,RU000A0ZZ1N0,ДОМ.РФ АО 001Р-03R,ДОМ 1P-3R,44.63,8.95,2028-03-24,2023-03-31,A,1000.0,5 years 3 months
1900,RU000A105K85,Атомэнергопром АО 001Р-02,Атомэнпр02,44.63,8.95,2025-12-02,2023-06-06,A,1000.0,2 years 11 months
570,RU000A100832,ГПБ (АО) БО 001Р-08Р,ГПБ 1P-08P,44.63,8.95,2023-04-02,2023-04-02,A,1000.0,3 months
512,RU000A0ZZUL3,Банк ГПБ (АО) 001Р-02Р,БанкГПБ1Р2,44.38,8.95,2023-11-20,2023-05-20,A,1000.0,11 months
69,RU000A0JUAD7,"""Россельхозбанк"" (АО) обл.23",РСХБ 23,44.63,8.95,2023-11-10,2023-05-12,A,1000.0,10 months
1619,RU000A1043J1,Славнефть БО 002Р-03,Славнеф2Р3,22.41,8.99,2031-11-11,2023-02-21,A,1000.0,8 years 10 months
1134,RU000A102BF7,НК Продкорпорация 01,Продкорп01,44.58,8.99,2026-03-26,2023-03-26,A,1000.0,3 years 3 months
83,RU000A0JUFV8,ПАО НК Роснефть БО-07,РоснефтьБ7,44.88,9.0,2024-02-06,2023-02-07,A,1000.0,1 years 1 months
1887,RU000A105HC4,РусГидро (ПАО) БО-П07,РусГидрБП7,44.88,9.0,2025-11-21,2023-05-26,A,1000.0,2 years 11 months
100,RU000A0JUQC5, Ашинский метзавод ПАО БО-01,АшинМЗ БО1,44.88,9.0,2024-06-17,2023-06-19,A,1000.0,1 years 5 months
1257,RU000A102M86,ВсеИнструменты.ру ООО БО-03,ВсИнстрБО3,22.44,9.0,2023-12-26,2022-12-27,A,1000.0,1 years 0 months
852,RU000A101MB5,Совкомбанк БО-П02,СовкомБОП2,22.44,9.0,2030-04-17,2023-01-25,A,1000.0,7 years 3 months
1536,RU000A103SV6,Росгеология 01,Росгео01,44.88,9.0,2024-09-26,2023-03-30,A,1000.0,1 years 9 months
1524,RU000A103RT2,Экспобанк 001P-01,Экспо1П01,22.44,9.0,2024-09-24,2022-12-27,A,1000.0,1 years 9 months
635,RU000A100PE4,РЕСО-Лизинг ООО БО-П-06,РЕСОЛизБП6,44.88,9.0,2023-08-01,2023-01-31,A,1000.0,7 months
1105,RU000A102952,ВИС ФИНАНС БО-П01,ВИС Ф БП01,22.44,9.0,2027-10-12,2023-01-17,A,1000.0,4 years 9 months
1570,RU000A103WV8,Сбербанк ПАО 001Р-SBER33,Сбер Sb33R,44.88,9.0,2024-11-15,2023-05-19,A,1000.0,1 years 10 months
1839,RU000A105AS5,Авангард-Агро АО БО-001P-03,АвАгроБ1P3,22.44,9.0,2032-10-04,2023-01-16,A,1000.0,9 years 9 months
82,RU000A0JUFU0,ПАО НК Роснефть БО-01,РоснефтьБ1,44.88,9.0,2024-02-06,2023-02-07,A,1000.0,1 years 1 months
1902,RU000A105KP0,Газпром нефть БО 003P-05R,Газпнф3P5R,22.44,9.0,2025-12-02,2023-03-07,A,1000.0,2 years 11 months
449,RU000A0ZYWU3,АФК Система БО 001P-08,Система1P8,44.88,9.0,2028-02-23,2023-03-01,A,1000.0,5 years 2 months
68,RU000A0JUA45,"Корпорация ""ИРКУТ"" ПАО БО-04",ИРКУТ БО-4,44.88,9.0,2023-11-06,2023-05-08,A,1000.0,10 months
649,RU000A100SZ3,Почта России (АО) БО-001P-06,ПочтаРБ1P6,44.88,9.0,2029-08-23,2023-03-02,A,1000.0,6 years 8 months
594,RU000A100DZ5,ИКБ Совкомбанк ПАО обл. БО-П01,СовкомБОП1,22.44,9.0,2029-05-17,2023-02-23,A,1000.0,6 years 4 months
384,RU000A0ZYEB1,ТрансФин-М ПАО 001P-04,ТрансФ1P04,44.88,9.0,2027-10-14,2023-04-20,A,1000.0,4 years 9 months
1808,RU000A105666,Сбербанк ПАО 001Р-SBER40,Сбер Sb40R,44.88,9.0,2024-11-15,2023-05-19,A,1000.0,1 years 10 months
1616,RU000A1043E2,Новосибирская область 35022,Новосиб 22,22.51,9.03,2028-11-14,2023-01-21,A,1000.0,5 years 10 months
1286,RU000A102RX6,ГК Самолет БО-П09,Самолет1P9,45.13,9.05,2024-02-15,2023-02-16,A,1000.0,1 years 1 months
544,RU000A1003R8,ГПБ (АО) БО 001Р-06Р,ГПБ 1P-06P,45.62,9.05,2024-02-14,2023-02-14,A,1000.0,1 years 1 months
1665,RU000A104AQ2,СОПФ Инфраструктурные обл 2,ИнфрОблP2,44.88,9.05,2023-11-15,2023-05-15,A,1000.0,10 months
565,RU000A1007E7,ГПБ (АО) БО 001Р-07Р,ГПБ 1P-07P,44.88,9.05,2023-03-26,2023-03-26,A,1000.0,3 months
471,RU000A0ZZ7G1,КАМАЗ ПАО об. БО-07,КАМАЗ БО-7,45.25,9.076,2033-05-05,2023-05-18,A,1000.0,10 years 4 months
472,RU000A0ZZ7H9,КАМАЗ ПАО об. БО-08,КАМАЗ БО-8,45.25,9.076,2033-05-05,2023-05-18,A,1000.0,10 years 4 months
539,RU000A1001V4,ВЭБ.РФ ПБО-001Р-13,ВЭБ 1P-13,45.28,9.08,2024-01-19,2023-01-20,A,1000.0,1 years 0 months
569,RU000A1007Z2,РЖД ОАО БО 001Р-13R,РЖД 1Р-13R,45.38,9.1,2029-03-19,2023-03-27,A,1000.0,6 years 2 months
1515,RU000A103QH9,Эталон-Финанс АО БО-П03,ЭталФинП03,22.69,9.1,2026-09-15,2023-03-21,A,1000.0,3 years 8 months
